!Series_title	"Diauxic shift"
!Series_geo_accession	"GSE28"
!Series_status	"Public on Feb 12 2002"
!Series_submission_date	"Feb 08 2002"
!Series_last_update_date	"Jan 18 2013"
!Series_pubmed_id	"9381177"
!Series_summary	"Exploring the metabolic and genetic control of gene expression on a genomic scale in yeast."
!Series_summary	"This study is described in more detail in DeRisi JL et al. 1997. Science 278:680-6"
!Series_summary	"Keywords: time-course"
!Series_type	"Expression profiling by array"
!Series_contributor	"J,L,DeRisi"
!Series_contributor	"V,R,Iyer"
!Series_contributor	"P,O,Brown"
!Series_sample_id	"GSM887 GSM888 GSM889 GSM890 GSM891 GSM892 GSM893 "
!Series_contact_name	",,Stanford Microarray Database"
!Series_contact_email	"array@genome.stanford.edu"
!Series_contact_phone	"650-498-6012"
!Series_contact_department	"Stanford University, School of Medicine"
!Series_contact_institute	"Stanford Microarray Database (SMD)"
!Series_contact_address	"300 Pasteur Drive"
!Series_contact_city	"Stanford"
!Series_contact_state	"CA"
!Series_contact_zip/postal_code	"94305"
!Series_contact_country	"USA"
!Series_contact_web_link	"http://genome-www5.stanford.edu/"
!Series_platform_id	"GPL57"
!Series_platform_taxid	"4932"
!Series_sample_taxid	"4932"
!Series_relation	"BioProject: http://www.ncbi.nlm.nih.gov/bioproject/PRJNA84715"

!Sample_title	"diauxic shift timecourse: 15.5 hr"	"diauxic shift timecourse: 0 hr"	"diauxic shift timecourse: 18.5 hr"	"diauxic shift timecourse: 9.5 hr"	"diauxic shift timecourse: 11.5 hr"	"diauxic shift timecourse: 13.5 hr"	"diauxic shift timecourse: 20.5 hr"
!Sample_geo_accession	"GSM887"	"GSM888"	"GSM889"	"GSM890"	"GSM891"	"GSM892"	"GSM893"
!Sample_status	"Public on Feb 12 2002"	"Public on Feb 12 2002"	"Public on Feb 12 2002"	"Public on Feb 12 2002"	"Public on Feb 12 2002"	"Public on Feb 12 2002"	"Public on Feb 12 2002"
!Sample_submission_date	"Feb 08 2002"	"Feb 08 2002"	"Feb 08 2002"	"Feb 08 2002"	"Feb 08 2002"	"Feb 08 2002"	"Feb 08 2002"
!Sample_last_update_date	"Nov 21 2005"	"Nov 21 2005"	"Nov 21 2005"	"Nov 21 2005"	"Nov 21 2005"	"Nov 21 2005"	"Nov 21 2005"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"2"	"2"	"2"	"2"	"2"	"2"	"2"
!Sample_source_name_ch1	"0.14 OD 19.0g/L glucose"	"0.14 OD 19g/L glucose"	"0.14 OD 19.0g/L glucose"	"0.14 OD 19.0g/L glucose"	"0.14 OD 19.0g/L glucose"	"0.14 OD 19.0g/L glucose"	"0.14 OD 19.0g/L glucose"
!Sample_organism_ch1	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_taxid_ch1	"4932"	"4932"	"4932"	"4932"	"4932"	"4932"	"4932"
!Sample_source_name_ch2	"3.7 OD 7.5g/L glucose"	"0.14 OD 19g/L glucose"	"6.9 OD 0.2g/L glucose"	"0.46 OD 18.7g/L glucose"	"0.80 OD 17.6g/L glucose"	"1.8 OD 14.0g/L glucose"	"7.3 OD 0 g/L glucose"
!Sample_organism_ch2	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"
!Sample_molecule_ch2	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_taxid_ch2	"4932"	"4932"	"4932"	"4932"	"4932"	"4932"	"4932"
!Sample_description	"ScanAlyze version 2.41 scanning software was used."	"ScanAlyze version 2.41 scanning software was used."	"ScanAlyze version 2.41 scanning software was used."	"ScanAlyze version 2.41 scanning software was used."	"ScanAlyze version 2.41 scanning software was used."	"ScanAlyze version 2.41 scanning software was used."	"ScanAlyze version 2.41 scanning software was used."
!Sample_description	"Keywords = Starvation"	"Keywords = Starvation"	"Keywords = Starvation"	"Keywords = Starvation"	"Keywords = Starvation"	"Keywords = Starvation"	"Keywords = Starvation"
!Sample_description	"Keywords = Diauxic shift"	"Keywords = Diauxic shift"	"Keywords = Diauxic shift"	"Keywords = Diauxic shift"	"Keywords = Diauxic shift"	"Keywords = Diauxic shift"	"Keywords = Diauxic shift"
!Sample_description	"Lot batch = diauxicf5"	"Lot batch = diauxicf1"	"Lot batch = diauxicf6"	"Lot batch = diauxicf2"	"Lot batch = diauxicf3"	"Lot batch = diauxicf4"	"Lot batch = diauxicf7"
!Sample_platform_id	"GPL57"	"GPL57"	"GPL57"	"GPL57"	"GPL57"	"GPL57"	"GPL57"
!Sample_contact_name	",,Stanford Microarray Database"	",,Stanford Microarray Database"	",,Stanford Microarray Database"	",,Stanford Microarray Database"	",,Stanford Microarray Database"	",,Stanford Microarray Database"	",,Stanford Microarray Database"
!Sample_contact_email	"array@genome.stanford.edu"	"array@genome.stanford.edu"	"array@genome.stanford.edu"	"array@genome.stanford.edu"	"array@genome.stanford.edu"	"array@genome.stanford.edu"	"array@genome.stanford.edu"
!Sample_contact_phone	"650-498-6012"	"650-498-6012"	"650-498-6012"	"650-498-6012"	"650-498-6012"	"650-498-6012"	"650-498-6012"
!Sample_contact_department	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"	"Stanford University, School of Medicine"
!Sample_contact_institute	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"	"Stanford Microarray Database (SMD)"
!Sample_contact_address	"300 Pasteur Drive"	"300 Pasteur Drive"	"300 Pasteur Drive"	"300 Pasteur Drive"	"300 Pasteur Drive"	"300 Pasteur Drive"	"300 Pasteur Drive"
!Sample_contact_city	"Stanford"	"Stanford"	"Stanford"	"Stanford"	"Stanford"	"Stanford"	"Stanford"
!Sample_contact_state	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"	"CA"
!Sample_contact_zip/postal_code	"94305"	"94305"	"94305"	"94305"	"94305"	"94305"	"94305"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_contact_web_link	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"	"http://genome-www5.stanford.edu/"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"6400"	"6400"	"6400"	"6400"	"6400"	"6400"	"6400"
!series_matrix_table_begin
"ID_REF"	"GSM887"	"GSM888"	"GSM889"	"GSM890"	"GSM891"	"GSM892"	"GSM893"
1	.143	.165	-.211	.272	.046	.429	.183
2	.111	.101	-.14	.237	-.109	.149	.252
3	.072	.15	.115	.469	-.015	.144	.215
4	-2.392	-1.193			-.963	-.51	-.939
5	-1.277	-.741	-.194	.227	-.986	-.048	
6	.404	-.351	.32	.425	-.574	-.522	.249
7	-.659	.272	-.009	.825	.544	.353	.545
8	-.246	-.131	.478	1.699	-.026	.365	.435
9					-.688	.008	
10	-.427				-3.841	.312	0
11	-.939				-1	-.024	
12	-.255	1.858			-.591	-.907	
13	-.003	.224	-1.357	.367	.312	.014	-.811
14	.458	.002	-.136	.634	.31	.441	.275
15	-.215	-1.07	1.741	-.514	-.22	-.012	4.239
16	.034	.09	.148	.884	.165	.199	.935
17	.271	-.046	.488	.635	.194	.291	.533
18	.447	.162	1.541	.159	.609	.481	1.449
19	-.001	-.013	.14	.88	-.009	.144	.192
20	-1.181	-.405	.095	.853	-.259	-.124	.027
21	-.334	.048	.091	.889	.014	.057	-.133
22	-.661	-.416	.077	.736	-.291	-.098	.119
23	-.275	.006	.264	.605	-.139	.155	.076
24	-1.497				-.526	.716	.343
25	-.173	-.372	-.013	1.168	-.213	.206	.285
26	-.707	.305	-1.499	.146	-.129	-.444	-1.935
27	.116	.161	.087	.362	-.038	.185	.25
28	.131	.091	1.191	.777	.215	.522	.887
29	-1.264	-1.079	.471	-.013	-.083	-.586	.169
30	-.52	.157	-1.279	.175	.467	-.379	-2.125
31	1.02	.246	1.646	.796	.384	.981	1.157
32	-.201	-.283	.306	.788	-.426	.475	1.05
33	-.041	-.01	-.9	1.1	.039	.09	-.637
34	.004	.139	.853	.352	.002	-.004	.559
35	-.494	-.138	-.443	.126	-.354	-.282	-.357
36	-1.006	-.235	2.369	.487	-.184	-.669	2.611
37	-.337	.095	.146	.24	-.439	-.227	.754
38	.113	.322	.139	.412	-.006	.217	.387
39	.233	.399	.212	.358	.219	.223	.392
40	.187	.372	.058	.3	.013	.255	.422
41	-.875	-.299	-1.33	.207	-.155	-.678	-1.426
42	1.172	-.532	2.087	.028	-.333	-.102	.992
43	-.104	-.067	-.22	.855	-.124	-.096	-.256
44	.191	-.218	.585	.219	.329	.381	-.302
45	.082	-.082	-.166	.818	-.085	.148	.093
46	.756	-.003	1.949	.522	.347	.806	1.065
47	-.311	-.47	.343	.244	-.399	.137	.091
48	.123	-.107	1.048	.51	.292	.451	.602
49	-.44	-.382	.312	.236	.118	.098	.93
50	.308	-.137	.597	.405	.541	.635	1.034
51	-.149	-.122	-.209	.629	-.035	.145	.352
52	-.226	.395	-1.681	.536	.422	.113	-1.857
53	.166	.025	.91	.459	.388	.524	.609
54	.427	.175	.233	.444	.422	.603	-.398
55	.623	-.049	2.922	.287	-.066	.301	3.768
56	.025	.157	-.024	.623	-.143	.199	.699
57	-.709	-1.276	1.028	-.193	.347	-.139	.467
58	-.168	-.206	-.117	.385	.079	.028	.313
59	-.579	-.266	-.304	.269	-.04	-.268	-.971
60	-.642	-.242	.26	.037	.002	.22	-.262
61	-.911	.192	-1.286	.527	.163	-.344	-1.463
62	-.122	.029	.722	.165	.341	.395	.286
63	-.624	-.435	2.29	.017	-.182	-.01	2.858
64	.602	.09	1.876	.029	.609	.745	2.907
65	-.084	.006	.517	.91	-.035	.135	1.023
66	-.632	-.541	2.982	.244	.099	-.008	3.192
67	-.683	-.043	-.938	.931	-.171	-.254	-.58
68	-.362	.065	-.521	.915	-.314	-.366	.059
69	-.776	-.028	-.253	-.104	.045	-.2	-.238
70	-.655	-.551	-.059	-.016	.4	-.077	.553
71	-.767	-.049	-.485	.318	-.202	-.714	-.95
72	-.543	-.456	.14	.55	-.314	-.431	.285
73	-.023	.214	-1.2	.318	.439	.126	-1.19
74	-.157	-.108	.06	.349	.397	.223	.424
75	-.435	.45	.645	.277	.628	.274	.042
76	-.135	.16	.222	.43	-.188	-.09	.157
77	-.245	-.224	1.027	.151	.163	-.125	.999
78	-.597	-.329	.46	.215	.257	-.212	.802
79	-.184	-.044	-.378	.764	.061	.128	.705
80	-.216	.421	-.487	.613	.038	.35	.354
81	.046	.151	-.544	.272	.065	.238	-.275
82	-.348	-.156	-.072	-.327	-.027	-.138	-.083
83	.176	-.065	.114	-.101	.564	.348	-.497
84	.499	-.665	1.53	-.724	.419	.505	1.755
85	-.767	-.619	.75	-1.682	-.043	-.37	.903
86	.215	.343	.546	.218	.229	.292	.168
87	.038	-.196	.218	-.293	.007	.273	-.116
88	-.176	-.562	1.476	-.748	-.243	.358	.853
89	.389	-.538	1.649	-.316	.39	.781	1.498
90	.034	-.005	-.224	.455	.008	.269	-.411
91	-.384	.048	-.477	.456	.127	.02	-1.092
92	-.29	-.26	.384	-.45	.229	.133	.405
93	.177	-.111	1.929	.933	-.702	.124	1.806
94	-.76	.224	-1.524	.274	-.002	-.211	-2.145
95	-.556	-.201	.252	-.053	-.083	-.122	1.593
96	.917	.049	2.401	.105	.65	1.31	1.715
97	-.087	-.11	.508	.399	-.082	.218	.038
98	-.076	.155	1.057	.181	.586	.563	.605
99	-.187	-.013	-.191	.322	.346	.381	-.26
100	1.911	.044	3.802	.624	.305	1.246	3.313
101	-.456	-.154	.259	.049	.481	.264	.198
102	-.387	-.47	.505	.395	.046	.28	.825
103	-.485	.106	-1.24	.293	-.373	-.264	-1.314
104	-.213	-.079	-.526	.15	-.406	-.247	-.093
105	-.699	.123	-1.551	.235	.174	-.257	-1.801
106	-.664	.166	-.035	.007	.095	-.071	-.088
107	-.062	.027	-.168	.286	.412	.282	-.554
108	-.534	-.171	-.088	.365	-.016	-.078	.07
109	-.133	.235	-.113	.591	-.087	-.054	.001
110	-1.18	-.689	.59	-.028	.132	-.258	.101
111	-.194	.07	2.018	.322	.219	-.023	2.797
112	-.318	.371	-.127	.433	.034	.201	-.63
113	-.297	.006	1.098	.136	.399	-.032	1.071
114	.089	.102	1.393	.26	.366	.344	1.108
115	-.048	.165	.046	.511	.033	.108	.533
116	-1.767	-.923	1.135	.187	.271	-.19	.518
117	-.019	.252	-.412	.531	.254	.299	-.053
118	-.545	.252	-1.103	.392	.555	-.369	-.719
119	-.554	-.209	-.509	.955	-.148	-.186	.013
120	-.125	-.014	.624	.769	-.407	.095	.208
121	.212	-.163	.351	.825	-.131	.321	-.304
122	.208	.067	-.446	.111	.487	.287	-1.147
123	-.642	-.27	-.183	-.228	.066	-.178	-.657
124	-.371	-.167	.229	-.177	-.408	-.229	.135
125	-.127	-.202	.673	-.175	.047	.084	-.067
126	1.106	.066	2.585	-.071	-.018	.866	2.411
127	1.259	-.356	3.01	-.409	.395	1.289	1.914
128	.137	-.202	1.046	-.265	.104	.202	.467
129	.058	.051	-1.389	.276	.578	.413	-1.598
130	-.317	.101	-1.953	-.14	-.06	-.072	-2.286
131	-.318	.16	-1.736	-.078	-.02	-.051	-2.278
132	-.126	-.068	.347	.027	-.07	.093	-.222
133	-.151	-.088	.364	-.034	-.16	.007	.35
134	-.02	-.266	.207	1.074	-.015	.214	.423
135	-.325	-.372	.554	-.303	-.167	.034	.136
136	-.576	-.531	.312	.292	-.367	-.389	.247
137	-.6	-.187	.185	.71	.004	-.057	-.313
138	-.31	-.326	.369	.188	.345	.269	.215
139	-.613	-.605	.466	.245	-.435	-.053	.009
